,Open,High,Low,Close
2025-05-21,197.4107387110858,197.51236832166867,194.66810328318678,196.58386588449636
2025-05-22,196.58386588449636,210.62936851607972,196.23772730644808,209.63186942277196
2025-05-23,209.63186942277196,213.5732568130968,208.06649480519596,212.56410136324467
2025-05-26,212.56410136324467,223.13308968870822,211.67469990723254,221.2162518537679
2025-05-27,221.2162518537679,224.4285682639941,220.36198836771155,223.7763839113033
2025-05-28,223.7763839113033,235.50507112097714,223.56380678641435,232.9231083551678
2025-05-29,232.9231083551678,235.66106031301172,231.97380311738218,234.0708837537939
2025-05-30,234.0708837537939,250.6996338996108,233.25104442380743,246.6821453624792
2025-06-02,246.6821453624792,250.02614603314146,246.02863865172768,249.53088961346495
2025-06-03,249.53088961346495,254.48157133168914,245.2255835246201,246.22378905096568
2025-06-04,246.22378905096568,254.58630504566034,246.18130422148153,251.8622910361434
2025-06-05,251.8622910361434,254.9600798060247,248.8719345848956,248.9667530387346
2025-06-06,248.9667530387346,255.97725528033155,244.38939868701686,254.48441905875177
2025-06-09,254.48441905875177,259.4676712727268,253.40616257163666,257.24783858371967
2025-06-10,257.24783858371967,264.3289288577667,254.35376385436655,258.18372911328026
2025-06-11,258.18372911328026,261.020895603962,257.39379002255583,257.4322955074385
2025-06-12,257.4322955074385,259.1794908523498,248.05963863040344,250.89958405906526
2025-06-13,250.89958405906526,252.1322331801192,245.9860695809104,251.66833940552206
2025-06-16,251.66833940552206,254.08064210599468,246.14709723441058,246.26792290217335
2025-06-17,246.26792290217335,247.75042152986683,240.24151519421514,240.59652357323412
2025-06-18,240.59652357323412,241.21727697618772,232.9583337462332,235.8650450053074
2025-06-19,235.8650450053074,248.22497283207008,233.53180751255698,244.70365319419315
2025-06-20,244.70365319419315,251.1295737643448,243.81465085850604,248.60060175460146
2025-06-23,248.60060175460146,261.64294814581535,246.2037751560981,257.8712084584155
2025-06-24,257.8712084584155,267.25526023068136,254.62430999129705,266.6303214207365
2025-06-25,266.6303214207365,281.67913936430404,265.4694115974561,279.9892387010586
2025-06-26,279.9892387010586,283.4653875363541,279.6436282894266,282.45533834999077
2025-06-27,282.45533834999077,290.6242593691941,281.6811318952896,288.0115441744164
2025-06-30,288.0115441744164,308.63570516915394,286.177847185512,301.302924513273
2025-07-01,301.302924513273,311.7193122054383,297.77807890438964,306.3798792047841
2025-07-02,306.3798792047841,323.6881122872372,305.8677468225415,322.30370622517654
2025-07-03,322.30370622517654,325.39048775777854,320.5877839749759,323.5695744838316
2025-07-04,323.5695744838316,328.2908461561534,310.0404393655781,316.2100850443561
2025-07-07,316.2100850443561,329.86039151025716,311.80836354407694,325.5162268680691
2025-07-08,325.5162268680691,332.9293166059347,322.7815747268223,332.08967985332634
2025-07-09,332.08967985332634,335.08740652341845,321.8973828056812,323.951730814113
2025-07-10,323.951730814113,341.83272681583117,320.02759368857573,337.7980451339935
2025-07-11,337.7980451339935,343.1508815040438,334.73688552970344,342.39973012374196
2025-07-14,342.39973012374196,344.2932882707184,331.92669169599424,332.0446793931739
2025-07-15,332.0446793931739,334.570757657264,323.417682496475,325.3370540931243
