,Open,High,Low,Close
2025-05-21,199.84026096951732,202.28400190345312,198.07963863365836,199.08285874970153
2025-05-22,199.08285874970153,212.50189315903694,198.92592752303776,208.69598648805075
2025-05-23,208.69598648805075,213.52683457737982,207.8085800820603,211.67665845035594
2025-05-26,211.67665845035594,226.13099903947787,211.26626853524644,223.1660816054535
2025-05-27,223.1660816054535,223.87536541988777,222.99103020968334,223.20412146975758
2025-05-28,223.20412146975758,239.42069530313185,222.7125739901494,236.2177113648332
2025-05-29,236.2177113648332,236.62037230022926,229.72042013252855,231.3746035177151
2025-05-30,231.3746035177151,233.31176517368246,227.63295839185304,228.80856200084654
2025-06-02,228.80856200084654,246.50857887047806,225.30903296128602,244.46330374017865
2025-06-03,244.46330374017865,246.7183726716406,232.18557900194114,232.84199441337364
2025-06-04,232.84199441337364,235.94235065276277,230.36050596123874,235.06460213512202
2025-06-05,235.06460213512202,247.18797843597733,232.73732692281683,245.20502006058643
2025-06-06,245.20502006058643,245.9805270953954,240.6886150610654,242.29347692033127
2025-06-09,242.29347692033127,243.0356385165151,224.19510842295824,226.98414952886336
2025-06-10,226.98414952886336,231.9615533772085,225.50623385764135,231.258657107963
2025-06-11,231.258657107963,237.97346929818394,230.18317298252177,234.87642351195302
2025-06-12,234.87642351195302,235.85430298167506,226.61582082743286,231.12959425361143
2025-06-13,231.12959425361143,231.6287921955786,225.30614541093394,226.07302939580902
2025-06-16,226.07302939580902,227.7389015539959,219.18055980270563,220.22764150466278
2025-06-17,220.22764150466278,223.42670171394548,219.7996612190197,221.32414140359813
2025-06-18,221.32414140359813,225.4342110882414,221.02292247516561,222.66877617542767
2025-06-19,222.66877617542767,237.42733930359384,218.06902804759974,235.3206162658298
2025-06-20,235.3206162658298,238.11733886533457,223.46781096833007,226.06114521853976
2025-06-23,226.06114521853976,244.0156807049914,225.60004932216728,241.1505456673191
2025-06-24,241.1505456673191,244.96689247913244,238.32876368831433,243.98621667884927
2025-06-25,243.98621667884927,256.7869577607678,242.47435441356913,255.6726117448946
2025-06-26,255.6726117448946,258.73127702076016,241.16870804696742,245.85108438712177
2025-06-27,245.85108438712177,251.76033419601137,241.19347745788735,249.47087390194454
2025-06-30,249.47087390194454,274.59293166530836,249.32576656033953,273.52471938436565
2025-07-01,273.52471938436565,278.40076234874425,263.36110408247276,265.5362170359445
2025-07-02,265.5362170359445,272.2118016810664,263.30506220383836,271.17617150679376
2025-07-03,271.17617150679376,276.09412666246135,268.7438532923398,273.69184814389126
2025-07-04,273.69184814389126,274.54210370062674,266.4774892340215,271.93632825909503
2025-07-07,271.93632825909503,281.2417091823406,268.5624989009651,276.5305197283161
2025-07-08,276.5305197283161,280.8161859202058,270.26854749572175,271.46152754504226
2025-07-09,271.46152754504226,280.5203790010864,269.5044340710348,278.10526555146595
2025-07-10,278.10526555146595,281.65082224428255,277.97816262577896,281.1658066379099
2025-07-11,281.1658066379099,288.92183977299135,276.8647740963356,280.88430615820903
2025-07-14,280.88430615820903,288.02781684989384,279.6414800031367,287.68159582935795
2025-07-15,287.68159582935795,291.33889221087253,287.46293023962176,289.49938636465066
