,Open,High,Low,Close
2025-05-21,238.15629199025778,240.43433380030433,234.78395076527252,238.16971213879393
2025-05-22,238.16971213879393,239.22979372837034,237.92432970308218,238.4831133364263
2025-05-23,238.4831133364263,248.4460273444421,237.09572593694114,247.13531263721038
2025-05-26,247.13531263721038,257.3534940766377,246.10932084423482,257.1695494661638
2025-05-27,257.1695494661638,257.6587094777088,245.0212082533093,251.54343144042116
2025-05-28,251.54343144042116,267.8656838222731,250.06695343684783,265.98985769310093
2025-05-29,265.98985769310093,269.4557274499949,262.5677843983839,265.74240820995794
2025-05-30,265.74240820995794,267.6290829476174,263.31183413872486,266.63052962739783
2025-06-02,266.63052962739783,274.69237307444445,260.21307501231917,271.02382194812986
2025-06-03,271.02382194812986,277.07941151675044,269.2579677328565,274.85401792814173
2025-06-04,274.85401792814173,280.7465675839782,269.6948796700141,273.44401977794337
2025-06-05,273.44401977794337,287.2797489703216,270.43004264947183,285.6106184798217
2025-06-06,285.6106184798217,292.5665513532691,262.6345700559069,271.14909186977707
2025-06-09,271.14909186977707,271.27414399059825,261.8809546852447,263.7584715663913
2025-06-10,263.7584715663913,275.77499180552417,262.43598702432513,272.1528783005281
2025-06-11,272.1528783005281,274.08895211588725,262.08451802441857,264.94564309930644
2025-06-12,264.94564309930644,268.62575267915264,262.80323071903206,266.6735142961207
2025-06-13,266.6735142961207,272.90738860382135,250.0642014292959,252.5673249154615
2025-06-16,252.5673249154615,261.4905915962587,248.44167129053693,261.0250514892908
2025-06-17,261.0250514892908,262.93651796955425,258.99756598999056,259.2593912597458
2025-06-18,259.2593912597458,259.89653109503683,253.66663869484742,253.70153000381518
2025-06-19,253.70153000381518,264.4985501993904,249.54634401509261,263.22465590399304
2025-06-20,263.22465590399304,267.26578988743694,254.85169389361937,259.24045642091573
2025-06-23,259.24045642091573,273.5344160030198,258.50947143889556,265.66331707625193
2025-06-24,265.66331707625193,267.70923792488577,260.85741530480664,263.51572646178147
2025-06-25,263.51572646178147,268.49207564906436,263.3151021657533,268.2568977693175
2025-06-26,268.2568977693175,278.09426654712723,263.62437501509294,273.9747315042021
2025-06-27,273.9747315042021,278.7664734719377,270.23883014483346,272.41969379326457
2025-06-30,272.41969379326457,295.95862055614936,271.5656425124179,286.34788665577724
2025-07-01,286.34788665577724,288.4762120665453,280.70352268088436,281.8645333825502
2025-07-02,281.8645333825502,294.3318922166011,280.1091018847233,292.5662865566477
2025-07-03,292.5662865566477,294.42889045085536,284.3014194673123,285.52450843225876
2025-07-04,285.52450843225876,298.25307170367165,285.47870915624856,294.8908888558837
2025-07-07,294.8908888558837,306.5818798750527,294.75452557292454,302.72530890575445
2025-07-08,302.72530890575445,310.67670536532955,301.10155370972046,306.3904213683315
2025-07-09,306.3904213683315,308.2222882737,298.71895095351044,301.7858922165406
2025-07-10,301.7858922165406,302.4621731976813,297.9301692797327,300.17628554297085
2025-07-11,300.17628554297085,309.3274311580599,298.21689387173154,306.39408218422875
2025-07-14,306.39408218422875,317.42852939483987,303.0422220497513,315.80427613902026
2025-07-15,315.80427613902026,317.3251212685831,299.7276106872205,300.862102367935
