,Open,High,Low,Close
2025-01-01,208.2202295816633,209.28066499165092,207.4140732093618,207.61540142551115
2025-01-02,207.61540142551115,209.7186479411733,202.69068349558935,203.44204589598456
2025-01-03,203.44204589598456,206.5032956445635,202.19241320117501,204.82662144596526
2025-01-04,204.82662144596526,206.00126343887374,199.82577514982808,201.03190240730387
2025-01-05,201.03190240730387,203.12306061742353,199.0150584241216,200.26069950167772
2025-01-06,200.26069950167772,202.83932300889802,198.25036626917256,200.08053019168668
2025-01-07,200.08053019168668,201.20175966536036,196.7523805526909,197.24649808334044
2025-01-08,197.24649808334044,197.9701722289607,192.54125534622054,193.2691809047251
2025-01-09,193.2691809047251,195.54361871417254,188.8043742394897,190.90069379254126
2025-01-10,190.90069379254126,192.29667947590355,188.3380114441832,190.13153148121052
2025-01-11,190.13153148121052,191.13728862584304,189.29038822973024,190.8050968727198
2025-01-12,190.8050968727198,196.27426303273495,189.01423071969123,193.65076801866743
2025-01-13,193.65076801866743,194.72769926906176,190.86100179927706,192.9969517120664
2025-01-14,192.9969517120664,194.1488285529243,192.2658241848757,193.2036295920791
2025-01-15,193.2036295920791,199.53705445575463,192.18401290092766,197.13782651153917
2025-01-16,197.13782651153917,198.72901557865782,194.6540986775578,194.87753368185594
2025-01-17,194.87753368185594,196.7895361649227,193.5340397579388,195.04859419011868
2025-01-18,195.04859419011868,199.26021464516154,194.03939657928967,198.3926128489787
2025-01-19,198.3926128489787,199.14167254769532,195.8589833746794,198.30274781502342
2025-01-20,198.30274781502342,202.48317421936358,196.68551248112007,201.62846697062866
2025-01-21,201.62846697062866,203.1895801818616,198.4929623314318,201.12872875325522
2025-01-22,201.12872875325522,202.9313010444334,200.39919693073855,200.44260289497407
2025-01-23,200.44260289497407,201.43824618277594,197.53728041017564,198.724228336615
2025-01-24,198.724228336615,201.40797400111654,197.7499939142181,200.079079317036
2025-01-25,200.079079317036,200.3069361348048,193.47607588995842,195.2037794550016
2025-01-26,195.2037794550016,198.82491812705038,194.96771800213475,196.65572244795322
2025-01-27,196.65572244795322,198.8616476420048,192.21502654907317,194.01970410088867
2025-01-28,194.01970410088867,194.73248109868805,193.06141855582786,193.9648368626819
2025-01-29,193.9648368626819,195.20170179349677,189.54760172333553,190.86059834641958
2025-01-30,190.86059834641958,192.34961706510018,189.70537461093645,190.82690636931687
2025-01-31,190.82690636931687,193.34560831392707,190.11756040006608,190.44221692499386
2025-02-01,190.44221692499386,193.62356071890602,188.4514266622275,192.4484293098146
2025-02-02,192.4484293098146,200.74811148546908,192.29077282417924,199.1467491453353
2025-02-03,199.1467491453353,202.28037609799762,198.5984399945344,199.73149366647093
2025-02-04,199.73149366647093,203.05702849289545,198.01802689395967,202.84815513377706
2025-02-05,202.84815513377706,208.06101608547812,201.65798431708623,206.09100106737353
2025-02-06,206.09100106737353,212.37764090725705,203.6860436500929,211.1951902001338
2025-02-07,211.1951902001338,213.14846699810585,209.198881147107,210.74430348424227
2025-02-08,210.74430348424227,216.48189524950794,209.9289142403837,216.11285584339515
2025-02-09,216.11285584339515,220.04576609962356,216.0644931456997,218.69201857662907
