,Open,High,Low,Close
2025-01-01,124.27618351196915,125.36837344915497,123.12427736603982,123.99688199214033
2025-01-02,123.99688199214033,124.01099503377442,119.812136359503,120.90747097082237
2025-01-03,120.90747097082237,122.1721285782293,119.26727516028448,120.60977363226016
2025-01-04,120.60977363226016,120.67322093824079,116.59676813889934,116.67966680134172
2025-01-05,116.67966680134172,117.24230276797542,111.16465422023049,112.47481570307659
2025-01-06,112.47481570307659,113.70927301701296,110.27968732020543,110.95447058949055
2025-01-07,110.95447058949055,112.31879474036748,107.05699152729052,107.88327569564946
2025-01-08,107.88327569564946,108.16262273581867,105.68908138039696,107.06713556915965
2025-01-09,107.06713556915965,109.96429953277405,106.9119750836287,109.79102060643069
2025-01-10,109.79102060643069,115.2596183439262,109.75397079771741,113.37723219007493
2025-01-11,113.37723219007493,115.57944241493371,112.2828516354721,114.10872927050511
2025-01-12,114.10872927050511,120.12905005541135,112.04639922983809,119.7017931777959
2025-01-13,119.7017931777959,120.16917430830657,115.89859347926279,117.55840669176644
2025-01-14,117.55840669176644,120.63552138685196,116.01928918753507,120.5645877183133
2025-01-15,120.5645877183133,123.30622962949617,120.52722490807959,121.63304488284898
2025-01-16,121.63304488284898,122.22471413224403,118.35261569478776,119.21481316342111
2025-01-17,119.21481316342111,121.14902678015775,111.02598748791944,111.2384889294475
2025-01-18,111.2384889294475,112.28715099563249,109.54481646683818,109.94546520640758
2025-01-19,109.94546520640758,111.52573311230333,103.43127581164374,104.64875369492512
2025-01-20,104.64875369492512,105.00652980523978,99.5643134796481,100.45554656764003
2025-01-21,100.45554656764003,102.13883699006705,98.40409690104563,98.88046903097298
2025-01-22,98.88046903097298,100.57290656638625,97.91371751420931,98.29940575626274
2025-01-23,98.29940575626274,102.07174910363094,96.76382674973551,101.46944121393156
2025-01-24,101.46944121393156,106.68181735751061,100.41913509313275,105.15055285264525
2025-01-25,105.15055285264525,108.50788838431241,104.23374535837026,107.26192114005079
2025-01-26,107.26192114005079,114.93539539559592,107.2011939607455,112.85982407737195
2025-01-27,112.85982407737195,118.1744601410809,112.27426616335437,117.7111157602383
2025-01-28,117.7111157602383,124.81364614585542,116.71232253771794,123.54342748671074
2025-01-29,123.54342748671074,124.57540428496792,121.99281436759539,122.40413375817975
2025-01-30,122.40413375817975,124.29488961145593,116.9741851813754,118.00048979916052
2025-01-31,118.00048979916052,118.80853829264244,115.71685428644443,117.4191910096799
2025-02-01,117.4191910096799,119.11858658765169,113.44764135308424,114.07416143634633
2025-02-02,114.07416143634633,115.22862174428855,109.83544190761397,111.08901588693591
2025-02-03,111.08901588693591,111.12740748596477,105.00892907606848,106.42359564639845
2025-02-04,106.42359564639845,109.76723639686726,105.18811560072423,109.15509887544782
2025-02-05,109.15509887544782,115.56210475787998,108.51167726950868,115.02747840217012
2025-02-06,115.02747840217012,120.27958495719767,114.67453979636961,119.93545427096049
2025-02-07,119.93545427096049,125.55705752063048,119.29735055615062,124.96560123763564
2025-02-08,124.96560123763564,133.18650887465745,123.58563680872264,131.57705735495
2025-02-09,131.57705735495,138.07902681775644,130.02517723728457,137.96221456353894
