,Open,High,Low,Close
2025-01-01,120.34227218498808,120.77751797242242,119.42295147378861,120.75946071209918
2025-01-02,120.75946071209918,120.84731786763199,117.11260956761944,117.45993303657998
2025-01-03,117.45993303657998,119.03197507191351,113.25860351210846,114.00063520789682
2025-01-04,114.00063520789682,115.83445717792648,110.83468281320421,111.7003614399705
2025-01-05,111.7003614399705,112.36636854147187,106.52276386190911,108.14900756839259
2025-01-06,108.14900756839259,108.94936490152075,107.47036074303104,108.22883344259178
2025-01-07,108.22883344259178,108.44888282773248,102.67873397894549,104.0640463634272
2025-01-08,104.0640463634272,105.43511449673001,100.79409502538466,102.57880209275301
2025-01-09,102.57880209275301,107.79078012054514,100.94339514440979,106.24478429457119
2025-01-10,106.24478429457119,110.61231111441975,104.68957651835026,110.42132802547599
2025-01-11,110.42132802547599,113.44304242930963,108.98687975758885,112.26180237368015
2025-01-12,112.26180237368015,113.66159472340817,111.35802967848832,112.90992926842554
2025-01-13,112.90992926842554,116.20085679470492,111.02272238631431,114.48398795718816
2025-01-14,114.48398795718816,116.50305311221545,113.64752574165772,114.99401037130644
2025-01-15,114.99401037130644,118.56359195062471,113.17724888388929,116.5496447879496
2025-01-16,116.5496447879496,118.40959496448276,113.62445864369285,113.73092866981054
2025-01-17,113.73092866981054,114.64891199460297,107.18806618137512,108.75106285276635
2025-01-18,108.75106285276635,110.48150058821561,104.92036415717247,105.16977342587354
2025-01-19,105.16977342587354,106.43211888313904,101.63628729866664,102.73446934508223
2025-01-20,102.73446934508223,104.6761597354533,96.4515985226064,97.35928841793337
2025-01-21,97.35928841793337,97.67587311748987,92.64047443160376,94.3034382047343
2025-01-22,94.3034382047343,96.0030492363345,93.06467145645476,93.96225572948752
2025-01-23,93.96225572948752,98.45767334771341,92.46495992689457,98.25975774283789
2025-01-24,98.25975774283789,101.91996067578962,98.23807806749531,101.84647912622438
2025-01-25,101.84647912622438,105.71352596967002,101.35875364675977,104.8865641014596
2025-01-26,104.8865641014596,108.38171663703761,103.82430815922817,108.1757691472277
2025-01-27,108.1757691472277,113.29207115414495,107.83030156093282,113.21447266928556
2025-01-28,113.21447266928556,114.39155533344007,112.269572503116,114.17294521039327
2025-01-29,114.17294521039327,117.30523923805654,112.35818474463858,115.66827602171999
2025-01-30,115.66827602171999,116.0366510280581,111.73510938583514,113.74023267641282
2025-01-31,113.74023267641282,115.75694730779301,111.0270522441784,111.62021638733529
2025-02-01,111.62021638733529,113.15472832332622,107.32223404751674,107.52720354618275
2025-02-02,107.52720354618275,107.73081638449638,102.66474666229209,104.41478287562015
2025-02-03,104.41478287562015,106.04542127397255,101.82833001337805,103.2130934321413
2025-02-04,103.2130934321413,104.34411784658313,101.79338845857497,104.01909705021725
2025-02-05,104.01909705021725,107.80985795899501,103.72791520210441,107.23757967514072
2025-02-06,107.23757967514072,116.44131635242766,106.3975696657364,114.57955990506723
2025-02-07,114.57955990506723,120.61485558656324,113.40892105077201,120.00129730757257
2025-02-08,120.00129730757257,126.4570107069147,118.50150938960186,126.24194233967985
2025-02-09,126.24194233967985,130.0410491077944,125.90844179390885,129.86242423753012
