,Open,High,Low,Close
2025-01-01,121.42205084246612,122.05230897950743,120.95276118872778,121.53746281598114
2025-01-02,121.53746281598114,122.54388098484668,117.56530537443778,118.78481478211563
2025-01-03,118.78481478211563,120.14615867875995,115.16435851440376,117.23746984336395
2025-01-04,117.23746984336395,118.60910742723297,113.6924470902008,114.18050659036116
2025-01-05,114.18050659036116,115.40036663443165,110.7512233652813,112.70239561489474
2025-01-06,112.70239561489474,114.27131646364113,106.32932596769547,108.40418910903284
2025-01-07,108.40418910903284,109.51488010125341,103.27883944719339,104.46799260095555
2025-01-08,104.46799260095555,105.58758486932645,103.77259994239067,105.41341556269475
2025-01-09,105.41341556269475,108.65847451931363,103.1984324306177,107.93115516356046
2025-01-10,107.93115516356046,110.70809949739865,107.39200330061998,109.77766039067573
2025-01-11,109.77766039067573,114.3442544994195,107.89336297825928,113.0569822463396
2025-01-12,113.0569822463396,115.32199097610871,112.80475853265236,114.06618538099382
2025-01-13,114.06618538099382,118.24884014248423,112.5073933294143,117.99765482929043
2025-01-14,117.99765482929043,119.6624149645673,116.39862160068664,117.49503338545804
2025-01-15,117.49503338545804,119.70210572981723,116.56401951700883,117.24458010735361
2025-01-16,117.24458010735361,118.72326504007958,115.7219418263318,115.94427435986891
2025-01-17,115.94427435986891,117.69790166587508,109.2877235174876,110.15206712690937
2025-01-18,110.15206712690937,112.29790956225997,105.45199119524138,106.32844759707976
2025-01-19,106.32844759707976,106.54975420442676,103.76648782650504,103.8985339136696
2025-01-20,103.8985339136696,104.10692501063035,101.01273867702741,101.08660443462702
2025-01-21,101.08660443462702,102.26478098641886,96.29070557606782,97.25581009880851
2025-01-22,97.25581009880851,98.76576422641766,96.352934165122,96.35598340571354
2025-01-23,96.35598340571354,100.64724019935808,95.55739990061329,100.39063319034119
2025-01-24,100.39063319034119,106.65638826695948,98.67440565832116,105.55274743313551
2025-01-25,105.55274743313551,106.8879889915181,103.53280338183367,106.58818514478442
2025-01-26,106.58818514478442,111.34155213167726,105.10866928477996,110.50210566965835
2025-01-27,110.50210566965835,115.47480422536579,109.02376035913113,114.84692439539609
2025-01-28,114.84692439539609,118.1989812460421,112.89397153924702,116.63428867490326
2025-01-29,116.63428867490326,117.50852258267761,115.03319159695454,117.21052014208303
2025-01-30,117.21052014208303,118.95943324851362,116.78583550249164,117.78172830388786
2025-01-31,117.78172830388786,118.42634322415674,112.87901022406429,113.00079927115738
2025-02-01,113.00079927115738,114.26283710014279,110.0366180620285,111.17901644839013
2025-02-02,111.17901644839013,111.1920803975908,106.66235356984295,108.6772771345931
2025-02-03,108.6772771345931,110.80995022584,103.38989592250923,104.74219613144476
2025-02-04,104.74219613144476,108.16469053338024,104.27766871823452,107.24837845415772
2025-02-05,107.24837845415772,111.20982559560792,106.57176739526226,110.95894031552817
2025-02-06,110.95894031552817,118.5342028390722,109.69844467127763,116.36259568661582
2025-02-07,116.36259568661582,124.02003097580518,114.63310688673513,123.41948899922151
2025-02-08,123.41948899922151,129.6584795935002,122.61595590284927,129.05402879643637
2025-02-09,129.05402879643637,135.9564144707953,126.8456826162035,135.81701048673065
