,Open,High,Low,Close
2025-01-01,198.2160915586065,198.67290272632926,198.17121319953,198.4853561249576
2025-01-02,198.4853561249576,204.0068152178369,198.06725123187533,203.84272404271312
2025-01-03,203.84272404271312,204.99460858051094,203.39423793580883,203.90245031918732
2025-01-04,203.90245031918732,208.1982258765354,203.1850416830444,207.97413833954388
2025-01-05,207.97413833954388,212.70642511613113,206.9017861151729,212.06473706929475
2025-01-06,212.06473706929475,215.77569726532883,211.52466827052416,214.66652805702836
2025-01-07,214.66652805702836,217.39635236204714,214.29712124371002,216.98596045192286
2025-01-08,216.98596045192286,219.41249808210415,215.42097640987114,217.94413081398017
2025-01-09,217.94413081398017,219.15414432442532,214.63169842344763,214.89600902734847
2025-01-10,214.89600902734847,215.77756182500542,211.57560488402407,213.14251323843618
2025-01-11,213.14251323843618,213.82776814012402,211.52465735456846,211.8846945620382
2025-01-12,211.8846945620382,211.9963611000675,207.4588086696233,208.75037285392875
2025-01-13,208.75037285392875,209.76368749316052,206.8244828810232,207.44518093507676
2025-01-14,207.44518093507676,208.0815240442718,205.41141959752457,206.22944868763673
2025-01-15,206.22944868763673,207.08815724207003,204.8470221512725,205.20559851281232
2025-01-16,205.20559851281232,210.57965684838211,205.20371937452927,209.16397019266236
2025-01-17,209.16397019266236,212.21680308451218,207.74225466732977,212.1823733752819
2025-01-18,212.1823733752819,217.32933953306653,210.89915016882082,215.88404250599984
2025-01-19,215.88404250599984,217.47222004173065,215.2006675088007,216.94119329703133
2025-01-20,216.94119329703133,221.66493367376017,216.85195876997642,221.18657767610145
2025-01-21,221.18657767610145,226.90448597756478,219.5724194621939,225.71136666498847
2025-01-22,225.71136666498847,227.31359716351787,225.25753475520187,226.67310383817733
2025-01-23,226.67310383817733,228.1775648056791,221.03146498739477,221.9705068218765
2025-01-24,221.9705068218765,222.14002269135509,217.09201073966952,218.44320176577614
2025-01-25,218.44320176577614,218.98284542806667,216.96956565090238,216.99348387204242
2025-01-26,216.99348387204242,218.34227914734083,209.67779581059094,210.95302015273867
2025-01-27,210.95302015273867,211.01866023105794,208.73777371035214,209.74682579511278
2025-01-28,209.74682579511278,210.0829645333454,205.6953754686313,206.19424258756746
2025-01-29,206.19424258756746,206.9076632486617,202.40298703108178,203.8721230603522
2025-01-30,203.8721230603522,208.1889507699318,203.8390077916695,207.11681504253252
2025-01-31,207.11681504253252,209.7654392325811,206.52880399391137,209.4462756809161
2025-02-01,209.4462756809161,213.20166637851491,208.03876129546327,212.57413862882876
2025-02-02,212.57413862882876,217.0049834897681,212.34202420576244,216.3564712706362
2025-02-03,216.3564712706362,217.81643356807692,216.04864886314925,216.9733040671448
2025-02-04,216.9733040671448,217.68625020431972,216.24623287186463,217.57010718843404
2025-02-05,217.57010718843404,218.1570343852524,210.68453250868694,211.86496954630974
2025-02-06,211.86496954630974,212.6713561231263,204.76703272027487,205.16353230848674
2025-02-07,205.16353230848674,205.6067478853226,197.44527700328396,198.5896740965719
2025-02-08,198.5896740965719,199.6493296233979,195.71260028332534,195.71522736861164
2025-02-09,195.71522736861164,196.23146124068376,187.5177159802559,187.8897458630756
