,Open,High,Low,Close
2025-01-01,181.30435939227127,181.37148150598196,178.24007244479958,180.420627590174
2025-01-02,180.420627590174,185.851641234022,178.7913420354221,183.96943243128638
2025-01-03,183.96943243128638,188.72269787631762,183.14943827271642,187.05628744742157
2025-01-04,187.05628744742157,188.81918912312386,185.33179141629586,187.52760679566921
2025-01-05,187.52760679566921,191.3542027675931,186.05933949282183,190.55524564465125
2025-01-06,190.55524564465125,194.1016463998191,188.60440484184713,193.71035119126645
2025-01-07,193.71035119126645,196.56499289305395,193.23588286733806,195.15422226486464
2025-01-08,195.15422226486464,195.77509605726928,193.7217327924397,194.3268768100838
2025-01-09,194.3268768100838,194.50040879179124,190.07687120266203,192.25326910263217
2025-01-10,192.25326910263217,193.90157656977152,190.60807254000974,191.30303976432336
2025-01-11,191.30303976432336,192.46818174655905,187.6616288331171,189.09338934102624
2025-01-12,189.09338934102624,190.19554706057923,186.6989406169854,186.91295445165912
2025-01-13,186.91295445165912,189.66381473726727,185.80591482906516,187.57847588248902
2025-01-14,187.57847588248902,188.56884536805697,183.3966726763036,184.08046072090295
2025-01-15,184.08046072090295,185.72105642673247,180.36623996262685,182.49659265472246
2025-01-16,182.49659265472246,189.12154433234102,182.42642981436757,187.81630015586322
2025-01-17,187.81630015586322,192.5510931865626,186.70428403878822,190.52515090209639
2025-01-18,190.52515090209639,195.26259869758516,189.18157770041796,194.7533859273919
2025-01-19,194.7533859273919,200.16482048957315,194.61778734732417,199.53508355463828
2025-01-20,199.53508355463828,204.7382066267756,199.470705472182,202.8448264204484
2025-01-21,202.8448264204484,207.6388650928277,201.6204753881298,205.48867644319586
2025-01-22,205.48867644319586,208.88409292915122,204.32669794152966,207.94595224078037
2025-01-23,207.94595224078037,210.11175733148323,201.51480156718284,203.30994082713133
2025-01-24,203.30994082713133,205.48514356047363,196.14735715203503,197.93270243273258
2025-01-25,197.93270243273258,199.88341418243405,192.94780988270807,193.98329021498634
2025-01-26,193.98329021498634,196.03607082646243,189.3811021774218,189.62460831507607
2025-01-27,189.62460831507607,190.56022668586448,186.15979889978334,186.82822692321906
2025-01-28,186.82822692321906,187.20468769322972,181.80580049016575,182.38811810226895
2025-01-29,182.38811810226895,185.1339849606637,180.2894799650541,183.70904057961258
2025-01-30,183.70904057961258,187.4683529204094,181.9679575648978,186.37527055944736
2025-01-31,186.37527055944736,189.88100750678768,184.73038761286077,188.5103226066877
2025-02-01,188.5103226066877,193.3882771674451,187.0749028086501,191.85258852621766
2025-02-02,191.85258852621766,192.79922584624242,189.7281171240489,192.2864155546958
2025-02-03,192.2864155546958,196.7051108341177,192.22597495342043,194.85632459469846
2025-02-04,194.85632459469846,197.03700947325828,193.39301365886567,194.45291471519653
2025-02-05,194.45291471519653,194.7264635942335,189.7169504893601,190.04803647600255
2025-02-06,190.04803647600255,190.08201827196044,184.98178604880437,185.2524610249226
2025-02-07,185.2524610249226,187.43778867005997,176.3810514859571,177.20375921648207
2025-02-08,177.20375921648207,178.97728559460757,171.60414529947292,173.4084598673387
2025-02-09,173.4084598673387,175.3153238127043,168.22493074302233,168.4042434895907
