,Open,High,Low,Close
2025-05-21,272.0894774040315,275.678045217536,267.3660488185601,273.0230973647344
2025-05-22,273.0230973647344,273.2128662623052,260.5472663650628,264.2001081618273
2025-05-23,264.2001081618273,264.6299340820795,246.37055373035193,247.8433893313909
2025-05-26,247.8433893313909,251.4076679809569,241.456563567379,243.3004774168094
2025-05-27,243.3004774168094,244.87131133183493,231.7913519847764,233.9219144098126
2025-05-28,233.9219144098126,236.126298852564,226.65419107103506,228.35838842349548
2025-05-29,228.35838842349548,230.098247963871,213.31034407799626,215.68395735098534
2025-05-30,215.68395735098534,217.71798698464104,214.65342072115854,216.82611697246446
2025-06-02,216.82611697246446,217.16929564878598,201.59761475175696,205.5451023553717
2025-06-03,205.5451023553717,207.84930270361968,199.63071409813296,202.61187135317437
2025-06-04,202.61187135317437,211.79522607210936,201.12828707270486,207.81530454262165
2025-06-05,207.81530454262165,210.03334975645362,203.67708201064306,203.9020330831043
2025-06-06,203.9020330831043,208.76704674925367,201.9680687548127,208.17555491874143
2025-06-09,208.17555491874143,210.32167585104676,203.53336901622393,206.2138918234951
2025-06-10,206.2138918234951,210.72411025534828,204.67748513560736,209.85120465141176
2025-06-11,209.85120465141176,219.0153620812504,209.6033657477962,217.72662262301654
2025-06-12,217.72662262301654,219.20848806813126,209.4405315727149,209.75394739422975
2025-06-13,209.75394739422975,219.31835543736665,208.88070791799532,216.62135561463083
2025-06-16,216.62135561463083,224.933056909645,215.231238426509,224.0656648105612
2025-06-17,224.0656648105612,224.12499884083286,215.0852135087979,218.51378112425198
2025-06-18,218.51378112425198,227.5241042765445,218.0038082499131,226.41058507378438
2025-06-19,226.41058507378438,226.4678531206799,220.60664717932335,221.36491545230143
2025-06-20,221.36491545230143,229.81959419076742,218.82800438928078,226.36511585077378
2025-06-23,226.36511585077378,230.16952250905288,216.3524919073663,218.09713271338637
2025-06-24,218.09713271338637,220.87973808801274,198.68047689854353,201.82779132768226
2025-06-25,201.82779132768226,203.3551003143755,199.47249142199192,199.89834985478478
2025-06-26,199.89834985478478,203.934149410303,190.5101548243171,191.68578152350855
2025-06-27,191.68578152350855,194.25877218702536,176.59417980829252,178.02765586697598
2025-06-30,178.02765586697598,179.2064546166779,166.8735029785224,168.2245965797695
2025-07-01,168.2245965797695,170.77238429204473,159.40253131798647,159.89428057095483
2025-07-02,159.89428057095483,161.61823977426744,151.8020623029001,153.14719295850009
2025-07-03,153.14719295850009,153.49151301625585,144.9790571191587,145.63015536429324
2025-07-04,145.63015536429324,148.3935316233616,139.14972791436904,139.2614527049397
2025-07-07,139.2614527049397,141.6267140718626,136.55382610991276,137.5534847779632
2025-07-08,137.5534847779632,138.5797901256539,128.57168375358688,130.98414800654848
2025-07-09,130.98414800654848,131.9835069373264,127.05681729615115,127.46274808916186
2025-07-10,127.46274808916186,128.48437691016295,117.45012287433757,119.19951720398494
2025-07-11,119.19951720398494,119.92729267959714,116.47581718786014,119.206622430366
2025-07-14,119.206622430366,119.55122273076549,111.62670842914895,113.5925358813195
2025-07-15,113.5925358813195,113.84884504516917,108.98221579104465,109.46621289388263
