,Open,High,Low,Close
2025-01-01,208.84834180940214,210.9261503026661,208.5399332050537,209.82030567476596
2025-01-02,209.82030567476596,211.1733126260085,209.48311152831332,209.67224646775657
2025-01-03,209.67224646775657,211.1209803833359,209.14823709640248,210.8643336933247
2025-01-04,210.8643336933247,212.9426278805529,209.39497978280164,212.5934213833702
2025-01-05,212.5934213833702,214.72903124265193,212.57209691906553,214.6802021895745
2025-01-06,214.6802021895745,215.84824618654645,212.990005922968,214.45759003301995
2025-01-07,214.45759003301995,217.74921998718955,213.56799640122006,216.75223345854806
2025-01-08,216.75223345854806,218.8011738455578,216.55235147860736,217.9628091798582
2025-01-09,217.9628091798582,219.0789656548362,217.77248903506833,218.57525673829355
2025-01-10,218.57525673829355,221.96490786816952,217.97899216928295,221.04854678373016
2025-01-11,221.04854678373016,221.0857974299214,217.94254429018278,219.1775164133932
2025-01-12,219.1775164133932,220.22980947763725,216.03987354771363,216.83129436778876
2025-01-13,216.83129436778876,217.05198183769875,214.8033786094098,216.16970363548566
2025-01-14,216.16970363548566,217.68532153613816,213.00830171141592,213.3541132431003
2025-01-15,213.3541132431003,213.59898769629174,208.37938240707243,209.9821722319407
2025-01-16,209.9821722319407,210.7275481458357,207.77068762991706,208.63727226104513
2025-01-17,208.63727226104513,209.06769393300377,204.10273838363395,205.02737049836145
2025-01-18,205.02737049836145,206.17204927347456,202.6895821812602,204.17265257208027
2025-01-19,204.17265257208027,205.7456164058557,200.71702668060325,201.33592374357445
2025-01-20,201.33592374357445,202.61090044164263,198.71702602678465,199.58829171557545
2025-01-21,199.58829171557545,200.22566638611664,197.905613834077,199.31472969418215
2025-01-22,199.31472969418215,201.99692095147526,198.2914379345271,201.68221110941798
2025-01-23,201.68221110941798,203.37161751700827,200.41200354361308,203.11473389030297
2025-01-24,203.11473389030297,206.80827715173032,202.61173634286504,206.42225147390184
2025-01-25,206.42225147390184,210.25574290500504,206.11084072119667,209.54077904231542
2025-01-26,209.54077904231542,212.70876986679008,208.93514693602557,212.35486497540916
2025-01-27,212.35486497540916,214.010237866393,211.04088382743984,212.64895130997286
2025-01-28,212.64895130997286,216.1896237582842,211.19387852290453,214.7815969823727
2025-01-29,214.7815969823727,216.65710224919792,214.5106535935887,216.41188867598012
2025-01-30,216.41188867598012,220.87671436284867,216.1897496574167,219.7577655771372
2025-01-31,219.7577655771372,219.83123624597553,218.60005897294482,219.14144554763064
2025-02-01,219.14144554763064,219.35969779202827,216.72968100234064,218.12421640610725
2025-02-02,218.12421640610725,219.628238112727,213.7032887826955,214.31371854451814
2025-02-03,214.31371854451814,214.48304352570466,209.4829817621875,210.73460979923604
2025-02-04,210.73460979923604,211.40828922249304,206.03337465490338,206.3182321088836
2025-02-05,206.3182321088836,207.9238638036902,200.96684060894447,201.13676044747803
2025-02-06,201.13676044747803,201.8025029070792,195.8801303337823,197.35749290248643
2025-02-07,197.35749290248643,198.62214413397396,193.4884794797156,193.87039755153862
2025-02-08,193.87039755153862,194.6519612145716,191.49670697957,191.80773213455663
2025-02-09,191.80773213455663,192.4998059195904,187.71640141301577,187.8019882993818
